Realnex Key,Search Address
9D35D596-A7A5-4CBB-84F5-05A5C78E4F86,7115  Mobile Street
9D8B9CC8-022A-4C81-803D-9A8647C69B90,8500 West Westland
9E0952D5-F663-4F6B-9ABA-05914485A4E1,4702  Ballstonefield Ln
9E91A35B-A1DA-4DAC-BEA8-0BC92A5B5BCE,32510  Decker Prairie Rd
9EF91BB9-0599-4021-9F28-FAA2C3C23AA0,227 W Fayette St
9F2E7DAF-BB6B-423E-A626-E0476C95896E,34519  State Highway 249
9F51DFE1-4073-4971-A8C0-EBBFA1C0BD91,40930  Fm 1774 Rd
A02C1112-A77D-4C30-AA78-7841D54CC9C5,44  Private Rd
A033F614-E2E2-45A9-8BE5-41AD441161E6,  Po Box 21539
A0D3BF35-D5C2-43BB-ACD8-DFBF730D4169,202  Corporate Wood Dr
A129309A-69B3-4F5B-8B73-AF10B55FE7D8,2111  Airport Road
A187E935-FB0B-404A-A9C4-EB5B0C905FD3,11508  Fm 1488 Rd
A3285A3E-F593-4ED1-A8F1-2DA0F07B3EC2,40627  Fm 149 Rd
A45A2E03-ADCA-41AA-9709-948BB08D366A,11831  Gray Frst Trl
A46D190B-74A9-49DC-BC9A-7D76962414C1,29223  Legends Hl Dr
A4889D22-45E8-4342-8F04-EB14AB258D99,19330  Interstate 45
A4DDB98C-9F12-4726-A5E2-8B9904C07C83,9776  Whithorn Drive
A500B7FD-1CF4-44DF-ADE7-235D24FE714C,  County Rd 784
A576C7D6-790F-4924-9315-30B55A4AF65B,2907  Cypress Creek Pkwy
A5FBD1C4-2D57-4633-B438-61DE3368FD12,1514  Toluca Dr
924495F0-59C5-4FDD-8BA6-B29477980D41,27  Commercial Park Rd
92807601-D615-43C9-B412-9135007B6051,1320 N Fairgrounds Rd
9299332B-47E8-4F52-BA0B-6F37AF6E499C,  Po Box 104
92B9B1DC-850A-486B-AF17-1928C2A14841,4040  New Copeland Rd
92BEC274-BDAA-429B-8AAC-52640EAF881B,1506  Pne Gap Dr
93E5D49D-DD3F-4FC6-B59E-EF4C3CC3ED54,249  Sh 249
94619FB6-AE30-4807-AF77-5203034AD594,5385  Sugar Hl Dr
947EA518-541E-4DE7-819B-FA563943186E,5805 East Farm to Market 1960 Road
94B9DB9E-6DCF-49B3-84E5-FA08844B3713,21327  Interstate 45
95D11751-9143-449D-9E71-1742060AF0D3,13019 S Moss Crk Dr
95D12F2D-5776-4179-B3C1-FB9AF7943BF2,7950  Spg Cypress Rd
9738EC9D-4309-4688-824D-AC27649AB518,2103  Cypress Creek Pkwy
977E3E71-2DCC-4C0F-8C16-22A032B80123,18821  Fm 1488 Rd
97EEF041-AE61-4954-B2F0-A84B0B6AB478,8310  Hunters Crk Dr
98966B9F-C149-4ED1-B0A4-67E7EAD6362E,10770  Vine Crst Dr
993CCB73-FB0B-46DB-A699-0CAB2B49636B,15978  Quiet Oak Rd
99E04CA7-9DF3-4BA1-B377-201D15A1C33C,11173  Cox RD
9A1BB0BC-4A62-4212-8250-2C6BC42A8B4C,1505  Alexa Marie St
9AD77CD5-2273-4D44-BC4C-9CADADAF87E9,410  Corporate Wood Dr
9B639FC0-0867-4BFB-8739-FCBB180F07C6,337  Cypress Creek Pkwy
7DD5B4F4-00F5-4E25-AA06-255985AC566C,15021 Sw 144Th Ct
7E20B66D-300B-4078-AA89-DE8D5AA4538B,2128  Leo St
7E232EAA-0D83-48A7-9731-E1E57226EF26,29607  Nichols Sawmill Rd
7E54390B-95E5-4513-B50A-080A19434793,3339  Handy Rd Apt 913
7EAA0172-F0A8-4DBA-8078-E27AE2A943AB,32510  Fm 249
7ED7D575-7440-4D03-AB39-E135BD5AE75C,30502  Misty Meadow Dr
7F50C2B4-EB9B-4BEE-9E00-CD2DC47B09E5,2019  Lee Rae Ct
7F530B18-EC77-4978-B66B-6C1FB7B6A8A9,  N2027 Cleghorn Rd
7F837D5C-97D9-40E7-A824-9CD79C878C6E,13223  Sleepy Crk Mdws
7FA38E92-4D91-4799-9E10-8CA940C5855D,  Po Box 41342
7FB86122-00B1-4CC6-AC7D-A8D80B28AE07,0  spur 149
7FCB6FFC-35F0-4432-A5E8-7612AF43C08E,750 N Conroe Park
805FB562-ED56-48B9-A22D-4E1F77573B74,25434  Hardin Store Rd
812A90AB-F0E8-41D7-AAE5-E4C3C6E0A43C,16915  Vly Palms Dr
823F0DDD-8B26-4540-9F17-962786430D8F,524  Porter Ln
83667633-3321-4F80-B7A5-75317061FE0D,3413  Muscatee Cir
83E331D0-13F1-4A06-8BDB-EF74CC6AA17D,1429  Westover Ter
8409587A-D658-4D42-822A-022FB9174F52,17185  Freeman Rd
841F7F4C-1A90-4AEF-A774-EC45A5B1CAD1,1240  Rip Jay Cir
84A3590E-7E4D-4A98-8E38-1FD4713F022A,2727  Allen 1100
857CBF1D-183E-4288-A4F0-F06E74201B75,801  Town And Country Blvd Apt 322
8592CCC9-1666-4FA9-A60C-C36E218EFFBD,3026  Old Hwy 77
86A37A6D-61C2-4248-B4DB-8441201F5708,41526 S Brenda Ln
5F61730F-504B-46FF-9A2A-2B0D14470241,35833  Fm 1774 Rd
5F910C88-47A4-497D-8D33-EB430657FFC3,456 N Main St
5FE136C6-9C87-47D0-8C45-07516DBBC39E,13910  Longwood Dr
60196803-A74A-47CC-A804-F2FD78303BA2,28275  Nichols Sawmill Rd
60AAB2C1-5625-4922-8FE7-9605FCC71DA4,8101 W Colfax Ave
60E06B75-273F-408C-878A-F54EFC929831,3033  Cypress Creek Pkwy
610BDFCC-01E6-41D6-A90F-D7252D104029,20551  Interstate 45
61B30B42-7CC0-445A-9BEE-AF4BB4DD0149,10550 S Md Ave
61F098F4-2DC7-427E-8FA9-E2DF06AFECEA,600  Travis St
62197CB3-6CDB-43CA-9A06-3576F1712CE3,204  Bone
6228F28A-B2C5-4BC8-A306-3DDA139D1D25,3111  Lone Star Ln
62CDC6CD-D38B-49F6-9C0C-18BC372486C2,27915  State Highway 249
62DFAFBB-3ABD-4AD6-B560-0F36792AED2B,2016  Cp Lnsr Rd
63121B1E-8AC4-47A9-B3B5-502E53C177DA,27735  Decker Prairie Rosehill Rd
631EEEC2-8539-471D-8342-9049A6D455B6,209  Magnolia Blvd
639F7A49-65F8-48FF-AE35-F7C6C7E28342,310  Tynebridge Ln
63EEF3CB-38DC-4922-BB1C-E7C15F0FC0CE,25845  Highway 290
645D1645-449F-46C7-A838-DBF19F620B76,205 E Leffel Ln
646F31BC-B9E0-4E81-90E3-20D4108E57E6,102  Market St
64F76EFB-FE11-4038-866D-FCE570A868B1,38917  Fm 1774 Rd
651FCD46-D75B-4737-B09E-CCD7A24ACBA8,11002  Fm 1488 Rd
6557E1E9-0B4D-4411-9F11-64D623EF0A41,28533  Spring Trails Ridge
6625A34D-2BE1-48FD-9E5A-DCA756BC3410,8805  Mp Clark Rd
679DFB76-BE10-4666-AA3C-4D3FE4459386,20141  Interstate 45
67A382EA-E0D3-42A4-99BF-778E2B652AD1,2204  Cypress Creek Pkwy
689F16A7-42EF-4F4A-8FF1-A9B595CAA7AB,2345  Cypress Creek Pkwy
68C365E0-23C1-4212-ABEB-E56552175D42,5710  Firecrest Dr
AEE970FA-9CC7-43BE-8544-C75843A63072,26980  Decker Prairie Rosehill Rd
AF11BC1F-1C93-4B43-99D7-B8000C8E524D,37129  Fm 1774 Rd
AFA30A62-4D6B-4CA2-B776-587BC73AA526,2719  Kipling St Apt A
B0ADBB5C-05D2-4887-A34C-B130332BD273,17527 E Hwy 105
B0B57AE2-07B5-43AB-B503-1566F2447FA6,16887  Fm 306
B1414999-4593-4493-AAC0-393E55839928,13102  Northwood Gln Ln
B17A71E5-61CF-431C-9B70-5BA08B8E4549,10222  Sable Mdw Ln
B27A728F-F131-40C8-B3D2-F3FE8FEC0988,10  Clear Spgs
B288E0D0-54FF-4BF7-A3E0-3E448FA44FCE,27840  State Hwy 249
B292CE9B-1950-4E18-ACD7-02F067137D37,408 W Main St
B2B43B1B-E5AC-4B51-ADD9-8C89C54C3DEA,26350  Jacks Barn Rd
B3051C01-BF16-4FD2-B451-73200A677826,242  Riv Rd
B3620526-47C9-4C2E-A5E9-2E7E9E9D868B,1525  Fm 1486 Rd
B36AA547-FE0F-4D23-8921-51794038372E,28531  State Highway 249
B3D16B61-BB0E-4104-8672-F155FF318612,9405 E Sam Houston Pkwy
B4061640-C880-4E4E-842D-AEE354D592DB,6421  Spg Cypress Rd
B4ABB91B-75E3-49FD-B877-1E2825F7A305,36107  Fm 149 Rd
B4AC4897-22C7-4875-AEB0-998A71533924,14041 W Rd 200
B5032FAE-EE16-4CD0-B210-6CF9B8E636ED,1126  Yancey Dr
B517FF46-AF5B-493F-9BBA-8065AA379F60,11382  Winding Trl Ct
B64AF1A7-031D-4112-8C99-71105F5AA1D7,30419  Russellpoint Dr
B739A528-32C7-4453-82EC-E171A547F767,14914  Spring Cypress Rd
B7F61696-45EC-468F-ACDC-65AB76E493B1,  Box 25B 25
B81582B2-4B05-40B3-8B56-FA306A780290,30045  Fm 2978 Rd
B879C3FF-1191-4274-AF3E-59FE49BDCEE0,699  Fm 1486 Rd
B8CB99EA-88D5-4F51-8D1D-EE633AE9C198,2309  Paradise Ln
88203C2B-E403-4343-95C8-CD2746644350,228  Hambrick Road
885A4460-A402-4532-8868-FA9273E799AC,18640  Fm 1488 Rd
887D5B07-2EA0-466F-97CC-3218F8EDCE05,22607  State Highway 249
8939DC0B-4BAA-4956-869D-D10A87F854D7,817  Cypress Creek Pkwy
8A58A62D-5CC8-44F4-A0A6-01FDBCB1DC0C,4682  Uppr Montague
8AA3D1CA-61D5-49F1-A629-1217A4A068A1,14487 N Hwy 75
8AB3D731-A795-40A0-AA88-A0AB160AECA9,27106 W Balsam Fir Cir
8B0CB58B-1FBA-4172-800E-F774C0495A7D,2470  Cypress Creek Pkwy
8B188F85-7177-48E4-86D1-11529E940A3A,29418  Fm 2978 Rd
8B75CB89-8460-4C41-86FC-DE8F05D51823,22647  Hufsmith Kohrville Rd.
8BA4D3F3-4123-4AE1-B616-57B7B1241D87,16143 N Eldridge Pkwy
8D4522E5-AED2-4DD0-9F84-84E984131F1A,1127 W Rankin Rd
8D79D52D-5C4B-460A-BC2F-AE5B891811A5,32222  Spinnaker Run
8D929718-D68B-43B3-958C-42C82CEDB823,5011  Barth St
8DA76D73-3D79-441D-ABE3-D51BEC8E62A9,13310  Lk Timber Ct
8E87E30C-5710-4169-91FE-579009A9D365,37125  Fm 1774 Rd
8F2D3D2B-26DA-4A4F-8E02-8732E6CDD846,8507  Hartford Ave
8F43B47A-D5A3-4638-B652-536D9362C708,18204  Fm 1488 Rd
8F4C27B7-2D68-4BD8-B542-EB223DAB834E,4125  5Th St
8FFEC9F2-7142-4037-8FF6-FA679A64C359,27045  Hanna Road
90EA83FE-F468-4D4B-AF3E-8B017CFD4326,  Rd Gulf Bk
91989D11-62A9-4154-93B0-2F02ED6F56FA,35323  State Highway 249
91B8F431-3C8F-4386-926A-C155BC7CC53E,1005 E 4Th St
D386B02F-FDD7-4073-9C2C-95CF3E795103,107 N Pine St
D39D5C24-7697-4965-ABB1-625E0746DC37,5565  Gasmer Dr Apt 554
D43FEE6D-C0D5-446C-86ED-A72D8249F52E,4990 N Fm 946
D478BFA7-3A59-4FD4-8F51-5DC39D680C29,1812 S Curson Ave
D4951293-7C69-46A4-B982-DE1AAD14B604,1115  Yancey Dr
D4AF28AD-052B-4E63-86C2-7051368860E9,376  Cypress Creek Pkwy
D4E7E9CE-8548-4D0E-9CF6-9E9D8FC2DB17,2450  Cypress Creek Pkwy
D4F59306-E209-4D41-A49F-A029CCD97F61,1111 W Columbia Way Apt 602
D51F9182-C617-41BA-A04F-8C4CA2257BF0,11507  Fm 1488 Rd
D52957F2-21A9-4368-A0FE-9D74C769A2DB,24903  Nichols Sawmill Rd
D54B828F-E935-4F05-871C-6A1A5539D2E6,27612  Fm 2978 Rd
D5D43458-B1A8-458F-AC70-803442244AC9,2609 Nw Torrington Ln
D62C16F0-1AD4-464F-BFFE-F5DF6B65F080,921 E 66Th St
D69F06D8-1276-4A9D-B2EE-9D25A3CF1A48,3  N780 Powis Rd
D6B797CB-95E0-45F3-8C0C-722322F6A0E2,19752  Interstate 45
D8283141-B38E-4BC1-9945-FEB2FD500F7E,36126  Fm 149 Rd
D99B8AA6-B767-4550-99B0-236064D3F18B,34429  Torrey Pne Ln
D9C680E7-D2DC-4F77-954C-34EF4F6E9E42,1305 Sw 61St St
DA5CE9D0-AB8C-4709-94AB-288ADA9CE0F2,11902  Fm 1488 Rd
DA68D65F-9CCB-4124-B11F-D9C098178C70,1121  Rutledge Ml
DA74A0EF-B0A8-4629-9E69-882C256AF14C,2226  Cypress Creek Pkwy
DB281E11-1A60-4D25-895C-F0120F1280C0,33302  Buckshot Ln
DB3C9A98-13AE-422B-B1B9-414D4E72370A,26603  Fm 2978 Rd
DB91D631-5B5D-4731-A068-7BBAAEE54E9F,2075  Fm 2827 Rd
DC2182FA-9984-45B6-BCE2-523E3E2F2FC2,21736  Aldine Westfield Rd
E7FCACD6-9084-41C4-BCD5-8C09853D1E06,  Fairway Dr
E82F0B2B-FFF1-4819-AE45-C74317340063,4818 N Sam Houston Pkwy
E84B9F22-2C50-436E-A6D6-55279F9ED736,19010  Kimber Crk Ln
E90940A5-A059-4AD2-A754-1C5975262B42,112  Wheatland Ct
E91DAAF0-D65D-4568-9B65-07E18661C744,16915  County Rd 831
E931EE10-3F0C-447C-B148-F7BD2C59F5C4,2823  Checker Dr
E970F8CC-2119-4C46-9D24-3862471A8085,1515  Sunrise Ave
E99B70F5-765F-42CB-9D3E-245C246BF9D7,6435  Whitecap
E9D7A118-25E5-4579-A0A0-1C3C313D4C23,40314  Community Rd
EA20BA82-794B-4EA4-9369-6D75386B3D10,12723  Cutten Road
EBBF76D1-C116-45EE-9C80-F0D0239785BF,26003  Highway 290 Fwy
ECD513FD-A390-4DFC-99AB-41F8CDE7B1E3,8506 N Rose Ter Ln
ED7B78A0-7E16-40C6-A6D3-9540098B56D6,2407  Dylan Garrett Cv
EE29EF29-53B1-439F-9AA8-3B11231D4476,31102  Terri Ln
EE59C1C6-C2C2-4884-BC3D-D3C08723B8EF,  Model Dr
EF0750C7-408B-49BF-B26D-57347A528E93,208  Grn Cv
EF2359BB-EC22-4F73-8D14-132E60D4CF53,29  Cv Loop Dr
EF35914D-4467-42A1-AC35-49A57CA217E8,18819  Mathis Road
EFB3D892-7305-43E5-9520-77A1D19CCC7B,16611  Amelia Is Dr
EFC304CA-8E98-49FD-BB39-AF2C092C84A8,26021  State Highway 249
F0D22095-10E7-410A-AC83-B45F5F56B2AF,4633  El Caballero Dr
F15DC3CC-CC59-4A56-BBA7-B802B686EE4B,2606  Cypress Creek Pkwy
F19C727F-0F68-4FE3-BFE0-8841D8803081,16022  Coe Loop
F1B30AE0-5319-41D8-A3CC-4E869BDF4829,17002  Seven Pines Dr
F20FFC99-410E-48F8-81ED-475CE82B4B60,18423  FM 1488
DC6B5770-4C8C-4BBA-B7E1-4A5BBCE2EE81,641 Nw 175Th
DC9562F9-3BD7-40CF-A73B-575080CA7C6D,111 N Willow St
DC9C73B6-0AE3-43CE-AA13-F1D1750D1356,20830  Kukendahl Rd
DCC760B1-DD83-42E5-A0D5-275295A9ABE3,5829 W Sam Houston Pkwy
DE5F0211-E583-4CD9-9D3A-0D5079E11D28,20230  Ky
DF5217C7-CD51-4BEB-9DA1-E04CAD9A65E5,9505  Northpointe Blvd Apt 3016
DFCB1E8F-642B-4AE9-A05A-A7583D314D45,1546  Cypress Creek Pkwy
DFD4DEB9-95B5-4C53-AD23-C91572B61CD8,4921  Spg Cypress Rd
E0C9FB6C-8D38-40E3-B34C-24FE31C592D7,22435  State Hwy 249
E0CD0031-C481-4471-91E0-33EFE8B9F932,14407  Spyglass Cir
E2427992-7D33-4048-81CC-69BDE2993494,523  Louetta Rd
E2600174-57EC-44CE-9509-7FBBC4DE9917,78 N 2860
E286BCEB-01DA-4961-9FFC-73AB4D4671BD,  Po Box 3556
E29892CB-32F2-44B6-98CF-B7092E8045C3,94 Ne 146Th St
E2C34312-73C8-487B-AC56-98107AD54835,450  Gilmore Rd
E3405886-B0D4-44DB-B46F-EE94916BEFCE,15218  Rigby Pt Ln
E3E1E4B0-E3A4-42A1-BD82-6658BF17868B,2910  Hornaday Dr
E402F8B6-C51E-4E25-A4E7-DAF49A39D8F1,2831  Penny Ln
E4A78228-A3C7-478C-A197-D90FF4D7DFC0,32002  State Highway 249
E4BA7E20-B610-462D-8B38-2C951E534362,2301 S Millbend Dr Apt 1712
E6034429-2227-477C-9C50-8F514B09D09D,24514  Morris Rd
E62ADD74-4FAE-437C-93B8-06E0997D580F,35247  Hwy 249
E62BB055-6AE2-492A-9420-4F432720D772,9931  Sendera Dr
E6460BD2-5A1D-4E63-9C3C-3ED67EAD6B55,20706  Stone Mtn Ln
E6AA1CA4-096F-45DB-9F96-CE89464DFF56,31830  State Highway 249
E6AD2237-90F1-4EA0-8BAF-5DDCD5354A09,2899 W Fm 1960 Rd
E6EB5D14-4C06-43FF-9810-9C214B23D28D,19211  Interstate 45
FC49EBF4-5417-413A-BB51-AC8A080614CF,18810  Turtle Creek Ln
FC68D526-538A-4050-B081-DFB1DEC13819,5715  Ks St Apt A
FCB78ACD-7B6A-4053-A7B1-736B15AA9746,5526 North 10th St
FCC87ADB-8471-48E8-9DA8-05CB85B2F93A,629  Sherringfield Ter
FCE657A0-6F5B-4B27-9EBB-5F460891E19F,10938 E Southwind Ln
FD0A205B-7AD9-4B45-9BF5-78D612B7CAD0,  Robinson Rd
FD1AB31C-CC7D-4B84-84F9-49EA8AE09937,116  Fairway Knl 1
FD942BE8-5A57-4A1D-9665-668FEA00E133,19205  Fm 1488 Rd
FE620083-F8EC-4506-AD46-18C31413D4E3,26926  Fm 2978 Rd
FEEA9949-B48E-43DA-80E1-84E2E1F3D49E,15880 N HIGHWAY 75
FEF2EF38-1158-4774-B9E1-49C6703E4E88,14145 N 92Nd St Unit 1154
FF287F7B-DA9F-420A-B2E5-873D87DD6B61,18774  Grand Hbr Pt
FF865F7E-0450-4169-9DDC-0E121744E399,  Po Box 1608
FFD25243-4822-4D77-A19E-A35E491811D8,207 W. Archer Road
C0AA4678-C4FA-4725-9E81-908D6DEE92A2,8410  Prine
C257EAD7-3463-4613-84EE-1F211D68CE0D,26930  Fm 2978 Rd
C2FD57F0-EAFE-438D-A602-E8B16C7D8587,55 W Willowbrook Dr
C357149B-6E39-48D4-AB28-D87A4D30AD63,8320  F1 Thora
C389C006-FE19-482B-87A0-B221D69C7000,439  Coyote
C39B9CFE-9E6D-4E5E-AFFC-DB7A698C2277,5921  Fm 2920 Rd
C46003BF-1EFB-471F-9AC6-2E0AA3A47ED2,2421  Anderson Mnr Ct
C4612BE7-B69F-4612-8B18-3D30FD036686,24179  State Highway 249
C46B1365-67BC-4FB4-8508-EC479CFC0967,200  Wilderness Trail
C46BDB0C-85E8-49B6-9BCE-0766590C84F8,38923  Fm 1774 Rd
C4EF44F4-2D42-4036-A1EC-9F633329C356,28908  Richard Kaye Ln
C56F348A-306D-4B1F-8C19-4A1EB836A823,10406  Rd Lk
C593105A-C5B6-471C-B68C-9025728EA04D,21401  Lakefront Dr
C5EE4693-9705-4FC8-BE54-12B725E2D956,3131  Cypress Creek Pkwy
C6143985-D4AC-4073-A38B-BA753CA28F37,11350 W Fm 1960 Rd
C681924E-541A-42F9-A8EE-CF9B691D355B,18551  Champion Forest Dr
C6E6B8F8-2D76-4577-804E-680DD48EF3A2,25855  Highway 290
C8ABF2BC-E377-4B13-90F5-DBA9CB6780CA,18111 North Fwy
C8AD1F9A-11AA-4AA5-885E-92951BD729C3,38839  Spur 149 Rd
C91F266C-9A35-44F3-AB4B-74C6AA057F5B,621 W Main St
C954B6F8-1055-479D-B33D-7592655FD1EE,2408  Seaglen Dr
C9A7CF8C-0219-45FA-A447-DE1D767C8D6C,225  Cypresswood Dr
C9B22E8F-CBE4-4DDF-B42C-41238B9E9FED,18202  Becker Rd
C9E0F01D-19D1-4A0C-8B6C-8982972A456D,1721  Spring Cypress Rd
CA2B8E40-A493-4666-8C8B-85BF1558B8B9,11329  Huffmeister Rd C
CA4DDC96-847F-4415-B699-9E87FD6F6C7A,10533  Fisher Rd
CA780FD1-0DE2-4BCD-A200-926007A7F60F,555  Butterfield Rd Apt 204
CA828836-EABF-4B3C-9D34-3721D44463FD,28928  Hardin Store Rd
CACAE919-259F-41A0-A7DF-2FC8AF694DA2,22910  Holly Crk
CADF0E9B-2739-4770-BD3F-0A785836C681,14555  Skinner Rd
CB42BBD0-A22D-470D-AFB4-9DCA5A1E0CC8,20026  Hickory Twig Way
CB97FE0F-37C8-40E4-9A6C-3280FBDD4A8E,1600  Cypress Ln
CBE0F23A-A48D-4FEF-9E3D-EBE5F58E3CBC,25825  Highway 290
CBE59FC4-E09C-436D-9A9D-D71D9B1CAE0B,42  Wincrest Fls Dr
CC169CC3-8F89-4794-95F5-6DE4778F19A9,27210  State Highway 249
CC25E5F0-A960-4416-BC77-DF1B42642317,3424  Louetta Rd
CC2CCBD2-1753-4F3D-AEAB-2C67B2BDCC21,32003  Nichols Sawmill Rd
CC457704-1DA7-4B23-92D1-CB7055FDC1E7,27206  Fm 2978 Rd
CC9952CB-185E-4222-95DB-7E17B2FFDC0B,11215 W Jones Rd
CCD782FB-608A-4FF6-B595-5EAA4EF1CCF5,510  Cunningham St
CD4E505D-B6FC-480D-8629-31530321EA53,6690 W Sam Houston Pkwy
CD517703-ACF9-4491-BAE6-8F8B6F5B6D57,101  Morris Rd
CDA2DA1C-6631-4DC4-98B3-B7BC9237B71E,17552  Stuebner Airline Rd
CDB54DC4-2A1A-465D-9660-EC711E0E9161,7315 N Grand Pkwy
CDE732CA-0D50-43DD-A3D0-B067DA0D6896,11  Barker Rdg Ct
CE002CA0-E72C-4633-99F4-9D7513C1BE6D,11902  Rockville Dr
CE0212BA-DFB4-4E73-9BCE-850F0081A4BB,28109  State Highway 249
CE12127C-D3EC-4F21-A966-A3E13AE7EC1D,1010  Long Reach Dr
CE80FFA5-4027-47A9-ADF1-732F244A7E24,10130 W Gulf Bank Rd
CE882A82-225F-4F1D-8D08-1B050BA7A39C,30326  Nichols Sawmill Rd
CED06105-6258-4D73-9158-BF5F1FA27FF9,2206  Brimmage
CF2FCBE9-326C-44F1-B4B2-5F9658CA8157,13603  Gainesway Dr
CF92564F-7B28-40EC-B6F0-A5463D6F0CC2,7025 N Grand Pkwy
CFCC2E9F-ABC3-4DEB-A177-D6B9F40103CA,1140 W Main St
D05BBA3D-7892-4C66-AA73-9657606BEC4D,2540  Fm 2920 Rd
D07BD890-E987-4D77-B97A-7BFBCD3911A5,6735  Theall Rd
D0B47CE6-4DFD-4B6D-AA39-8B96D11949A4,12245  Veterans Memorial Dr
D0B6F0D1-3D6C-4806-BAED-AFA4077F9BA7,12910  Malcomson Rd
D12D7B91-D7C7-4AD3-99D5-73C4DF0AD64A,32320  State Hwy 249
D14228FB-5311-4B2B-9499-01B0E94B4103,28107  State Highway 249
D1BC34B5-525E-4521-B36F-FC0B2656EEDB,7503  Huntleigh Ln
D1FCB116-CBDB-45DF-BD7E-4C762C049C31,7884  Eagle Ln
D21F9B70-2E53-41FF-8F85-0B0CC2514F86,40920  Community Rd
D2DE29D4-7558-4C10-AACD-50C9E04D13C5,605  Spg Hl Dr
D34B3EB5-9F50-49DB-84D0-FA8FAB31C48C,8525  Standard
D363FDA3-CAF0-4525-A5DA-EC084AFCDAEC,15701 Nw Fwy
D37D3C32-E28F-4845-956E-C3DF86456C41,0  FM 2978
F2F00B5C-06CB-4F96-944C-05784E4F78BC,1463  Cypress Creek Pkwy
F2F2AC2F-1B49-4A49-BC0D-AA8DBB3B85BE,3410  Fm 2920 Rd
F3738AC9-2387-4E66-B81E-0D4B163F87E2,476  Terri Ln
F3771217-CB78-47B5-84D6-1D5DA0128086,25934  Mitchell Rd
F393B3E6-ABD9-4BA5-914E-07FF1064CA48,230  Bammel Westfield Rd
F3A7BA0E-1886-4FB8-AD51-B90615EDE1D6,12043  Spring Cypress Rd
F3D33F13-C827-4E1E-AE31-1A7A1D492EBD,811  Magnolia Blvd
F3D6CBDE-5592-459B-A77D-8225356EE957,15302  Stuebner Airline Rd
F4363BA2-AA55-4A50-BA1B-DA96635DE639,26010  Hempstead Rd
F43CB98C-215B-4E73-9F88-B555A8585886,2220 N Fm 1486 Rd
F46445A9-D17F-41F6-9AE7-B7D85DF56537,700 N. Front Street
F495923B-EAEA-4E07-A81D-AFBFA0313201,25510  Zion Luther Cmtery Rd
F4D425E4-C5DC-4402-B01D-0A93B466374D,10620  Primo Pl
F4EB916D-3CAA-47BC-A356-C8FD898C76D9,20150  Interstate 45
F5384BD3-7487-4467-B0C5-E3B12D58446A,1311  Elton St
F58A5449-D98F-4896-894D-B4DD6F687E69,17819  Stuebner Airline Rd
F5A57CF4-6DBD-4DC3-AA76-03A7F0D4603F,24503  State Highway 249
F5ABB7B7-16BB-48BD-A4CB-842CD83AB5F6,1311  Hicks St
F5B14D95-AAC4-465A-8E0D-60A9BED4038D,3403  Louetta Rd
F5B35987-33CC-445F-91FC-AD2573786D6D,17715 S Dr
F6051755-EF55-48E9-A441-1781D6CD826B,22635  State Highway 249
F65DD4E8-AA86-4A91-A8D8-898D2D8B2559,19396  Kenswick Dr
F66A513D-3FF0-42E0-AF20-0F20E0FC99EF,10800  Blackhawk Blvd
F67245DD-45C2-4F02-B67E-905FB6D320AF,925  Trailwood Dr
F6D46682-5C36-4559-ABC3-5B7B43E198D3,20424  Kuykendahl Rd
F7486840-BDE2-45D6-8CBD-CCB337F54716,6126  Lynbrook Dr
F7B5B4A9-1BF6-4FFE-8ACF-B2549850C870,16335  Stuebner Airline Rd
F7E3CB20-9724-47A1-AF89-202CEEB23CF3,27102  Fm 2978 Rd
F7F08EC7-71BB-48E0-8934-7BB40D29FE92,30006  SH 249
F7F21A84-38E8-41D4-97EC-7A97D5AB4C7A,7425  Hollister St
F817F97D-C207-46C2-87A1-5C2BE91208AB,2530  Spg Cypress Rd
F8511353-DA3A-49FA-B7FC-425D82AFD176,1675 Nw 13Th St
F8780D75-7522-44FE-84C6-3C71183A8AC7,8618 N Fairbanks
F89896A8-E0CA-4F09-8E9C-4F552635431A,19931  Stuebner Airline Rd
F8CC6F6C-E3A2-4862-BA25-C0E25B795F6A,17903  Fm 1488 Rd
F8DA8560-2B54-4B75-80E4-FF05DA589299,2427  Cypress Creek Pkwy
F93D53B3-12A3-447A-AA40-7799DF811E09,701 S Persimmon St 3
F93E3A4F-343F-4052-A80A-9E8155B0D28C,2218  Crown Rd
F96F6E81-C10F-4DEE-9C6E-0F3367DF4143,1203  Pilot Pt Dr
F978DEFC-D25B-4CE9-934E-9608628109DD,14431  Fm 2920 Rd
F99F9D5B-7C61-4043-A2CC-EC3A6A317832,17659  Telge Rd
F9F49712-2D0A-4222-BC9A-A144CA7227A5,20212  Hempstead Rd 7
FA001714-FF0B-409E-935A-614BD125269E,5941  Fm 2920 Rd
FA55F7F9-5CE7-41D5-968B-771EEFABCAEF,855  Cypress Creek Pkwy
FA60AD51-DB63-4829-B0ED-A4278780D624,30  Poplar Pne Ct
FAF7BD25-3DB3-4E12-B419-1221CEBA1A12,26050  Highway 290
FB9E512C-E69C-4D86-A2AB-26FDB1B43D4B,312  Commerce St
FBDBCD9A-842F-43D8-9442-27B659F06524,9826  Windmill Park Ln
FBEACA77-0C18-427F-BA5C-4CE9B8246CE6,21106  Kuykendahl Rd
FC16D043-57B6-415A-9EF8-CF0354369D19,6603  Theall Rd
